text,prediction
RT @JessAmmah: My employment's being terminated at the end of the month due to the pandemic 😞 but I feel this is a sign that I should pursu…,0.0
RT @NerriaNerria: My household hasn’t lacked a thing during this whole pandemic. I’m so thankful.,1.0
Maine's hospitality industry could lose one-third of its revenue and shed tens of thousands of jobs this year becau… https://t.co/6M2sFR1Uvl,-1.0
"RT @taraghuveer: July 1. Rent is due. Without a vaccine to treat the pandemic, HOUSING was the prescription. We were told to stay at home.…",0.0
"RT @CoxHealth: We do not share this to scare, but to stress the seriousness so all can take action. As of yesterday, our rate of positivity…",0.0
"RT @DLoesch: Reminder: Andrew Cuomo, who the left protects, put in place policy which resulted in the highest nursing home coronavirus deat…",-1.0
@LouiseMensch @JoeBiden Why can’t COVID kill people like this?  It’s unfair to the people of Texas that an idiot li… https://t.co/n8nEHwsWAT,-1.0
"RT @glennkirschner2: On the upside, as a former career prosecutor I can assure you I would slap an evidence sticker on this clip and offer…",0.0
"RT @BeingSalmanKhan: Aaj #DoctorsDay hai, meri taraf se saare doctors ko dil se shukriya. Aapke dedication, or aapke sacrifices k liye! Tha…",0.0
"RT @rorhor: me, ever so naively, at the beginning of lockdown: https://t.co/NhCR0GRUm5",1.0
RT @_countinstars_: People don’t understand the severity of COVID-19 until it actually affects them personally.,0.0
"RT @Rupa28641354: @Subytweets @sarvarta The world is in slumber. Earth quakes, cyclones the virus and a war situation. He is providing solu…",1.0
"@realDonaldTrump Dude, WE ARE IN THE MIDDLE OF A PANDEMIC. GO LEAD THE COUNTRY. OMG already. Just. Help. Us.",0.0
"RT @Public_Citizen: BREAKING: Pharma is suing to block Minnesota's new insulin access law.

The Alec Smith Insulin Affordability Act was pa…",-1.0
"RT @Carter_PE: Whoa: @USArmy Halts SERE Course at Fort Bragg, NC, after 90 Test Positive for Coronavirus — “Out of the 110 students in the…",0.0
"RT @BeccaLodahl: Oklahoma Has 100% Positive Test Rate For COVID-19 Following Trump's Tulsa Rally. “Yesterday in Oklahoma, they tested 352 p…",0.0
"RT @yashar: According to Johns Hopkins, 127,322 Americans have died due to Covid-19. 

In 2017, according to the CDC, 55,672 Americans died…",0.0
"RT @ejmontini: Be honest, 'crisis care standards' are code for COVID-19 death panels https://t.co/EAQpafNHaI via @azcentral",-1.0
RT @SenorGuapo_: and here comes July’s #1 draft pick,-1.0
"RT @Reuters: South Korea said it will begin talks with Gilead Sciences to purchase supplies of remdesivir, one of the few treatments shown…",1.0
"RT @stevenspohn: On June 11th, Michael Hickson, a quadriplegic black man with COVID-19 was killed by a hospital in Austin Texas.

Doctors d…",-1.0
RT @FreddieGibbs: Who is this whore and why is she talkin about my kids?  pussy must not be selling in the pandemic 😂😂😂 https://t.co/SCEcoi…,0.0
Ize-Iyamu Blasts Obaseki For Non-Payments Of Salary Of Covid-19 Workers https://t.co/qkAyF444s6,-1.0
RT @chompteeth: if you are able-bodied you need to read this.,0.0
"RT @staronline: Pig farms in the country test negative for new swine flu strain that may trigger next pandemic
https://t.co/ZsC3jnpOhQ  htt…",0.0
RT @JulianCastro: Texas now has more daily coronavirus cases than Italy when it was a global epicenter of the pandemic.,0.0
RT @Whiskey100Proof: Can we send this message out👇,0.0
RT @greg_herriett: The face of a Tory MP who just angrily abused SNP for talk of closing the border to protect the Scottish achievements on…,-1.0
RT @MattGertz: What the president was doing the same day the PDB reportedly detailed that Russian intelligence was offering bounties to Tal…,0.0
RT @CameraPhyllis: The test kits infect patients or they just give false positives! Millions of test kits around the world are contaminated…,1.0
"RT @apurva_313: Number of cases increases daily.... How #NTA conducted exam on 18-23 july and 26 july.???? 

#RIPNTA #NTApostponeEXAMS
#Wak…",0.0
"RT @BeccaLodahl: Oklahoma Has 100% Positive Test Rate For COVID-19 Following Trump's Tulsa Rally. “Yesterday in Oklahoma, they tested 352 p…",0.0
RT @hopinafrica: Each proposal and tender is carefully managed by our Engagement Quality Management (EQM) team who understands the challeng…,1.0
"RT @vanxessan: I don’t know who needs to hear this but 4th of July is CANCELLED. First of all, this country is not worth celebrating. Secon…",1.0
"RT @Sonya007: [Wikipedia] ""Patrick began his career as a radio and television broadcaster. After forming a chain of sports bars and subsequ…",0.0
"RT @SethAbramson: COVID-19

{please retweet}

1️⃣ 2x more contagious than the flu.
2️⃣ 5x to 10x deadlier than the flu.
3️⃣ Kills 20x more…",1.0
"RT @PeterOnyenwosa: My Uncle, Dr Robert during the lockdown through my twin brother and I reached out to the the widows in my community as…",0.0
"""Indeed, the clinical observations that I made in several older patients during my shifts on the COVID unit are qui… https://t.co/3m6CkERmgN",0.0
"RT @PeterOnyenwosa: My Uncle, Dr Robert during the lockdown through my twin brother and I reached out to the the widows in my community as…",0.0
"RT @DrMitchem: We must speak up for staff, too. This Georgia Tech staff member died from COVID-19, at the age of 42. The virus is deadly.…",-1.0
Hugely proud of our CAMHS service users for their contribution to this event &amp; helping shape future services… https://t.co/s6uGyACj1J,1.0
"RT @RoKhanna: Right now there's a race to find a COVID-19 vaccine. Billions in funding is coming from the federal government.

Big Pharma m…",0.0
RT @jacobselisabeth: This + the child care/school situation that folks like @DanaGoldstein @elizashapiro @clairecm have been lifting up = n…,-1.0
"@dmac1043 @Tyler_Polumbus They stayed the hell out of the US, good job! **direct shot at how horribly we are handling this pandemic**",-1.0
@BleacherReport COVID is also back!  Super stacked,0.0
RT @yieldcurve23: Donnie Dipshit is not a good global citizen,1.0
RT @ASlavitt: NEW STUDY: A Chinese study shows people infected with COVID-19 lose antibodies after only a few months.,0.0
"RT @WhispersOfWild: Hoping to get some prints made soon. Lockdown has been tough for me as a small business, honestly in four months I made…",-1.0
"RT @WalshFreedom: Donald Trump allowed Putin to kill our soldiers in Afghanistan. Trump is Putin’s puppet, and Trump begged Xi to help him…",1.0
God is so good 🙌🏽,1.0
"RT @ZillowGroup: With the help of Zillow’s virtual home tours and the guidance of a professional real estate agent, more home buyers are gr…",0.0
COVID 19 back!,0.0
"RT @anthonycwalker: I would say Happy Canada Day but I don’t won’t my American friends to think I’m showing off, what with our clean air, l…",1.0
"This has been making me smile all day. Would have been very helpful to say it like this back in March. Next time, a… https://t.co/n5g0KVfR7G",0.0
Pardon me whore😂😂😂,0.0
"RT @CiroDeSiena: Hi Joburgers, my family's income has been heavily impacted by Covid. I'm helping them start a catering business with the a…",1.0
RT @s_carruth: @Mike_Pence @realDonaldTrump We’re not surprised that Mike Pence tried to get the governors to lie about the coronavirus. Pe…,-1.0
"Apple's 5G iPhone is still expected to launch this year despite coronavirus, report says - CNET… https://t.co/LqOvQN7BJt",0.0
"RT @LaurenWeberHP: The U.S. has starved state and local public health departments of funding for decades, leaving the country ill-equipped…",0.0
"RT @madflavor: Its Wednesday..... a beautiful day to be alive, put on that mask, powder your balls and tell them all to suck your dick....T…",1.0
They Sent Positive COVID-19 Patients from Mexico into California to Reignite the Virus (Wave 2)… https://t.co/L4ZzoTrZOz,1.0
"RT @PaulieTandoori: And there you have it in black and white folks, you can now be sanctioned under Universal Credit if you cannot keep to…",0.0
"@GHGGuru @IFAmedia Meat plants shut down due to Covid

USDA says meat consumption will drop by 4% this year as a re… https://t.co/iNO8KSEJzQ",-1.0
RT @MayorKeller: The coronavirus pandemic has put a lot of strain on our small businesses and we are doing all we can to make sure that we…,1.0
@morgan_murphy @SarahKSilverman Yup. Here in Ireland we are simply aghast at America's handling of Coronavirus.,0.0
"RT @BetoORourke: Want to know why there is an uncontrolled covid outbreak in Texas, with record number of cases, hospitalizations and (soon…",1.0
RT @FolieMom: #Mon had invited her #Sister to stay with us during the lockdown &amp; I noticed she kept staring at my #ass &amp; telling me how gre…,0.0
RT @EileenPMcLaugh2: POTUS knew about the pandemic early on but did nothing. He was briefed about bountygate in 2019 and did nothing. I bel…,1.0
RT @zeeshan_iyc: Just heard about @priyankagandhi ji being asked to vacate her house in the middle of a pandemic. Height of petty politics!…,0.0
RT @GeorgeGoshuamd: 1\ Endotheliopathy in COVID-19 Associated Coagulopathy. Where is the field now and where is it moving in its treatment?…,0.0
"RT @FOXLA: President Donald Trump and first lady Melania Trump will travel to South Dakota for a Fourth of July celebration, despite rising…",1.0
RT @AstroKatie: It shouldn't take a deadly pandemic to make it painfully obvious that tying health care to employment and then firing peopl…,0.0
"RT @KanchanGupta: At my desk, time stands still. I have stopped looking at the clock. It could well have been 5:32 am. It may well have bee…",0.0
"RT @vanxessan: I don’t know who needs to hear this but 4th of July is CANCELLED. First of all, this country is not worth celebrating. Secon…",1.0
RT @refiloemoloke: I really wish it had the same effect on everyone close to me mare yerr ! Ba gana shem,0.0
Is this about the VIRUS or THE ELECTION?,0.0
@SureshNakhua specifically for Covid,1.0
"RT @WarRoomPandemic: .@RaheemKassam: The #CCP literally pays US newspapers to run propaganda. 

The MSM is willing to sell out our country,…",0.0
"RT @BT_India: Coronavirus in Bihar: Groom dead, 95 guests test COVID-19 positive after wedding in Patna #Bihar #coronavirus #Patna #COVID19…",-1.0
RT @gregpmiller: This is what Trump was doing on the day the Russian bounty plot was reportedly mentioned in the President's Daily Brief.,0.0
"RT @ABC7Chicago: Rapper 21 Savage launches free online financial literacy program for teens amid COVID-19 pandemic
https://t.co/KjExJTHDVS",0.0
"RT @westall_sarahw: Here is a comprehensive report on why Masks do not work. Denis Rancourt, PhD, a top scientist who has published over 10…",1.0
"RT @VaughnHillyard: Arizona just reported *4,878* new COVID cases in the last 24 hours--a staggering record.

Arizona just reported *88* ne…",1.0
RT @SuptAndyCox: Thank you to @EddieNestorMBE &amp;  @BBCRadioLondon for the platform to reinforce the message re speeding and the risk it pose…,0.0
@theJeremyVine Awful. People need to realise that sometimes they is more than covid and to think of peoples mental… https://t.co/tIObAqnBV1,-1.0
"RT @_JAINMITESH: #Maharashtra #COVID19India tally to 1,80,298 with the addition of 5,537 new cases; death toll rises by 198 to 8,053
#coron…",0.0
"RT @CoxHealth: We do not share this to scare, but to stress the seriousness so all can take action. As of yesterday, our rate of positivity…",0.0
RT @MIqbalMughal9: #KashmirBleedsPeople are dying because of deadly virus all around world. But in #Kashmir virus is not only Coronavirus b…,-1.0
RT @JulianCastro: Texas now has more daily coronavirus cases than Italy when it was a global epicenter of the pandemic.,0.0
RT @TheEconomist: Researchers found that the Black Lives Matter protests in America had no significant effect on the incidence of covid-19…,1.0
"RT @michellemalkin: What's the matter with Kansas State University @kstate? Its leaders have contracted the same suicidal, surrenderist vir…",-1.0
"RT @vanxessan: I don’t know who needs to hear this but 4th of July is CANCELLED. First of all, this country is not worth celebrating. Secon…",1.0
"RT @Amy_Siskind: Seriously, the final act for the Republican Party has to be turning a blind eye on Russia putting a bounty on and killing…",0.0
@MumbaiPolice request u 2 tk action against dis person n someone called yogeshsanny786 fr spreading d following fak… https://t.co/dH78W8DHDs,0.0
RT @MushaalMullick: People are dying because of deadly virus all around world. But in #Kashmir virus is not only Coronavirus but Kashmiri A…,-1.0
RT @stevehunt4hiop: Putting pressure on elderly residents to move from their beloved (and SAFE!) assisted living home #BurdettHouse during…,1.0
"RT @marklevinshow: 1. Funny how Biden barely criticizes Putin, and on the China virus doesn’t criticize Xi.  Instead, he smears Trump.  The…",0.0
RT @waltshaub: Trump has surrendered to the coronavirus. He has been defeated and won't be picking any more fights with the virus as it con…,1.0
"RT @theirturn: In spite of zoonotic disease outbreaks (COVID-19 &amp; swine flu), @NYCHealthCommr has not cancelled the annual Sept. #WetMarket…",1.0
"RT @BetoORourke: Want to know why there is an uncontrolled covid outbreak in Texas, with record number of cases, hospitalizations and (soon…",1.0
RT @MollyJongFast: Imagine if the trump administration spent as much time protecting the American people from coronavirus as they did prote…,0.0
RT @SenSanders: How can it be that the United States—with just 4% of the world’s population—accounts for 25% of the world’s coronavirus dea…,0.0
"RT @biohackinfo: How long until researchers behind this narrative-disrupting study get rebuked, condemned, ostracized and cancelled by thei…",-1.0
"RT @Igbtaynew: they be releasing the dbk boxset in the middle of a pandemic with everyone struggling financially....... jk, it’s just me st…",0.0
"@Laila_lbl 😂😂😂😂😂😂😂😂😂 ey fethu and le Covid yenze ikaka, i was supposed to come that side",1.0
RT @DrewHolden360: I‘ve never seen gaslighting as bad as the current effort to pretend the protests that neatly coincide with the uptick in…,0.0
"RT @LoveAndShalom: Please, please, please don't sweep this under the rug. Your disabled friends are in danger. 

We must unite and fight th…",0.0
"RT @PeoplesMomentum: Schools Reopening: Expectation vs Reality

#COVIDー19UK https://t.co/87m05y8tB2",-1.0
RT @Jaxx_Amahle: Covid 19 is like an episode of House without House,-1.0
"RT @erickstevens82: Poor lifestyle choices aren’t contagious.

COVID-19 is.",-1.0
RT @ProjectLincoln: You don't need a wall if no one wants to come in.,0.0
RT @AdamKFetcher: @anamariecox This is Roger in his homemade COVID sweater. (He’s on Insta at @rogerrabbitirl) 🐰 @christinekfetch https://t…,-1.0
"RT @KennieJD: I was a 16 year old intern at the Detroit Medical Center when a white doctor came in to give a talk. At which, he tried to ju…",0.0
"@yohaun51 @abc15 The argument tho, and I'm not sayin you're wrong... bit the number 1 factor on beating the virus i… https://t.co/p2pTveQpUp",0.0
@VicsMovieDen Supernatural horror thriller. Like The Stand but with more pulpy horror/action elements. Nuclear apoc… https://t.co/tlwZfdajqZ,0.0
"This portrait is made with the pictures of all the doctors and nurses who passed away in this pandemic.
Happy Docto… https://t.co/u9gGYTsvGS",1.0
RT @mrjamesob: Important to point out that politicians claiming to have taken back ‘control’ from Brussels belong to the party that had com…,1.0
RT @JYSexton: Let's dive into how some Republicans are trying to get people to wear masks and take the pandemic seriously after their attac…,-1.0
After the majority protested against a disease they don't deserve it. Bye,0.0
@5toeGimp @MarkChangizi Data showing flu is more deadly than COVID among college aged students. I have not seen such data,-1.0
@realDonaldTrump @CNN @FoxNews This is what the POTUS spends his time on -- TV ratings -- during a pandemic and whi… https://t.co/4u8IoQ5opY,0.0
If the news didn’t inform us about the Corona Virus things would be completely different in the world right now. If… https://t.co/xcan7wNDuW,0.0
"@Zarachael @coastal_eddyLB @99MorningCoffee @Catheri64942747 THERE IS NO PANDEMIC 

Testing is making it look like… https://t.co/TdmcLTsWbJ",-1.0
"RT @Roonie_Bear: Maybe it’s just me but defunding police, letting prisoners out of prison because of Covid, raising your taxes to pay for i…",0.0
"RT @Public_Citizen: BREAKING: Gilead is charging $3,000+ for its COVID drug, remdesivir.
 
Taxpayers spent $70,000,000 to develop this drug…",-1.0
RT @MistressBliss_: I miss my @OnlyFans 😒 fucking sucks putting in 2 years of work only to be pushed off during a pandemic when the income…,-1.0
RT @MollyJongFast: Yesterday Dr. Anthony Fauci delivered some devastating news about our country’s coronavirus response and it was complete…,-1.0
"RT @Arsenal: Never forgotten ❤️

We're remembering COVID-19 victims in tonight's commemorative @AFCProgramme.

Download a digital version f…",-1.0
"You know it’s bad when you have a coronavirus nightmare. 
I was at some sort of amusement park with my niece, weari… https://t.co/5wWSVGutPA",-1.0
RT @SenorGuapo_: and here comes July’s #1 draft pick,-1.0
RT @McCDick: So 800k kids in the USA 250k in uk go missing each year and no one gives a fuck but a weak as virus that has a survival rate o…,-1.0
@Surgeon_General Many have ignored it because of these scare tactics over 99.8 percent recovery virus,1.0
CNN's Anderson Cooper Breaks Down Why Donald Trump’s America Is Now ‘A Pariah State’ https://t.co/4lpwy9lRZu,-1.0
"RT @NationBreaking: NEW RECORD as 307 people test positive for Covid-19 from 3,591 samples in the last 24 hours, Health CAS Aman says. http…",1.0
"RT @MarkFrancois12: Fair play to Toby Young for still chugging along with all his lockdown septics stuff!

If he doesn't win the 'Fiercely…",1.0
#Personnel News Psychiatrists highlight extent of Covid-19 neurological complications https://t.co/3TiLJ5xRtR via… https://t.co/MvcgpJN0Kp,-1.0
"RT @BetoORourke: Houston’s medical center, largest in the world, swnding covid patients to other cities because they dont have capacity. Go…",0.0
RT @stevenspohn: Arizona is preparing to implement SCORECARDS to determine eligibility for receiving care in a COVID world with limited sup…,1.0
@ahmedbasharr Bcoz u are covid patient lassan,-1.0
RT @samttaggart: The best way to solve Covid is to turn it into some sort of game where the state with the lowest cases each week gets a pi…,1.0
"RT @imranzomg: Thanks to COVID and the generally volatile nature of video game journalism, I’ve been underemployed for about a year. If you…",1.0
"RT @rorhor: me, ever so naively, at the beginning of lockdown: https://t.co/NhCR0GRUm5",1.0
RT @pettet50: COVID-19 vaccine: Pfizer vaccine shows potential in early human trials https://t.co/MixN58tYDq via @nbcnews @DrJDrooghaag @sa…,0.0
Did Coronavirus first surface in March 2019? https://t.co/pCh1tfhoBc via @YouTube,0.0
RT @Manu48370620: How can anyone be so mean n selfish? Govt. is concerned for d health of it's ministers but not the students. Never had ex…,-1.0
"@Local_Chlse @loligotsuspend1 @nytimes It's not its primary function is to reduce the period of infection, unbeliev… https://t.co/SKBs7cxnFT",1.0
RT @Solidarity_Star: This is straight up evil,-1.0
@Will_Radley Why is Leicester in lockdown? because of these Jew hating terrorists,0.0
🎉 Proud to announce PS4C becoming part of petsittersinternational and getting certified on COVID-19 course for prof… https://t.co/JiRHmy2FX1,1.0
"RT @duty2warn: Let me make this simple to understand since your literacy is questionable: One of the definitions of ""HOAX"", according to We…",0.0
"RT @MicahLasher: “As a country, we should be doing everything we can right now, for lots of reasons, to make sure we can safely reopen scho…",1.0
"RT @DSSTrending: Retweet @insan_honey
On this #NationalDoctorsDay,Tribute to all the doctors working on frontline to make this world a heal…",1.0
RT @GraceStille: bitch this isn’t a box top competition it’s a pandemic,1.0
"RT @BetoORourke: Want to know why there is an uncontrolled covid outbreak in Texas, with record number of cases, hospitalizations and (soon…",1.0
RT @Whiskey100Proof: Can we send this message out👇,0.0
"RT @vanxessan: I don’t know who needs to hear this but 4th of July is CANCELLED. First of all, this country is not worth celebrating. Secon…",1.0
"RT @JustMacia: Lockdown 😂😂😂 don't leave me, don't leave me 😂 https://t.co/ttbQ5GHDoV",0.0
@realDonaldTrump Wow you are fighting harder to keep names of traitors on building but could care less about the pa… https://t.co/VOttjhlLGV,0.0
"RT @JasonSCampbell: As COVID cases surge, TX Lt Gov Dan Patrick says he will no longer listen to Anthony Fauci: ""I don't need his advice an…",1.0
"RT @trom771: Mike Pence, who's in charge of the White House coronavirus task force, just said “I encourage every American to continue to pr…",0.0
"@Roger_J_Postma @HuffPostPol This is the Trump Cult. No matter what he does and wha happens to them, they will stil… https://t.co/uQBCqhjyQS",-1.0
"RT @rorhor: me, ever so naively, at the beginning of lockdown: https://t.co/NhCR0GRUm5",1.0
"""But one of the lessons of the #COVID19 pandemic is that no matter what situation a country is in, it can be turned… https://t.co/WNhO8I123m",0.0
RT @TheRahrahGabor: Nice time to remind y’all that HIV medicine is also well over  $3000. Something people have to take for the rest of the…,0.0
"RT @tompeck: Another week another PMQs, and Boris Johnson still demanding Keir Starmer “get behind” the government, though he’s not sure wh…",1.0
"RT @AayushK62126147: #RIPNTA
We filled the form for neet 2020 it wasn't mentioned that the covid 19 comes free with it u should have inform…",1.0
"RT @msalisbu: One of the last shoots at the studio before COVID-19, and one of my favorites. @FroSkate for @thesedaysmag https://t.co/Lho0a…",0.0
RT @neboeck71: #SteveMnuchin I work for the post office. I am a postal customer. Instead of handing out taxpayer $ on the sly to Trump's do…,-1.0
"RT @abhinandita_m: I have recovered from Covid along with @AtishiAAP &amp; @AkshayMarathe. 14 days of home isolation, vitamins, fruits, soups,…",1.0
"MORE: More Than 6,500 New Coronavirus Cases in Florida, as Death Toll Reaches 3,550 https://t.co/ygIhjDZWE4 via @NBC6",1.0
"RT @BetoORourke: Houston’s medical center, largest in the world, swnding covid patients to other cities because they dont have capacity. Go…",0.0
"@gabeyray1512 Well, if COVID-19 doesn't take them out, likely STDs will. 🙄 A lot of dumb fucks refuse to use condom… https://t.co/keZFCLhsSN",0.0
"RT @vanxessan: I don’t know who needs to hear this but 4th of July is CANCELLED. First of all, this country is not worth celebrating. Secon…",1.0
@flicky885 @PTAofficialpk Yes bro you are right first they should understand all the concepts about the game and th… https://t.co/zVb8qReeI5,0.0
"From: Jon Leonetti Weekly &lt;jon.leonetti@gmail.com&gt;
Date: Wed, Jul 1, 2020 at 3:10 AM
Subject: The journey and the d… https://t.co/zZUg8dzEoT",1.0
"RT @VoteForSolomon: 🧵: ICE and COVID-19

In this thread, I will be talking about ICE and a recent court ruling about family detention cente…",1.0
"I smell a grift, bet it'll be sold to us for even more.",0.0
RT @_countinstars_: People don’t understand the severity of COVID-19 until it actually affects them personally.,0.0
"Championship side @LaticsOfficial are going to lose 12 points after being placed in administration. 

The club's se… https://t.co/6IY10993e0",0.0
My stomach dropped at the thought of this...,0.0
"RT @Charlotte3003G: Garment manufacturers in Leicester have vowed to defy the city’s local coronavirus #lockdown, protesting that they cann…",1.0
"RT @mrjaycoles: Hi. You can tweet Black lives matter, but if you’re leaving and going places without a mask, you don’t really value Black l…",-1.0
RT @TheRahrahGabor: Nice time to remind y’all that HIV medicine is also well over  $3000. Something people have to take for the rest of the…,0.0
"RT @VaughnHillyard: Arizona just reported *4,878* new COVID cases in the last 24 hours--a staggering record.

Arizona just reported *88* ne…",1.0
RT @McCDick: So 800k kids in the USA 250k in uk go missing each year and no one gives a fuck but a weak as virus that has a survival rate o…,-1.0
"Tories don't want Scotland to have the same protection NZ had when England exported the virus

This
Is
Simply
Disgu… https://t.co/yqdSlu2Mnz",-1.0
RT @GrayInGlasgow: The Tories are the most compelling case for Scottish independence. Their arrogance over Brexit; contempt for devolution;…,-1.0
"@Katpa73 I feel very sad about what's happening to our country.
Our government should follow Canada right now. Duri… https://t.co/bk2jlYjZAv",-1.0
"RT @ASlavitt: NEWS: CDC declares COVID-19 out of control in the US. 

5 months after the president calls the pandemic a hoax 
2 months afte…",1.0
"RT @axidentaliberal: @realDonaldTrump “THE LONE WARRIOR”?

Between your #TRE45SON and purposely ignoring #COVID that’s what will be left of…",0.0
RT @dp98982: I wonder why @SpeakerPelosi deleted this video of her in China Town on Feb 24 saying that fears of the coronavirus were unwarr…,0.0
"EVERYONE EKHAYA, PLEASE STAY INSIDE!!!!!!!!!!!!!!!!!!",0.0
"In related news, a new NY state outbreak linked to one large party.

The host was symptomatic and knew they had the… https://t.co/2FJsaIWBoR",-1.0
"RT @techreview: In the United States, 75% of venture capital goes to software. Some 5 to 10% goes to biotech. The other sliver goes to ever…",-1.0
RT @Jason_Keats: People in NJ don’t call coronavirus coronavirus or Covid-19... they say “everything going on”,-1.0
RT @SenorGuapo_: and here comes July’s #1 draft pick,-1.0
Agree. 28117,0.0
RT @ALT_uscis: Just a nugget: trump tried to bully a German company working on a covid vaccine into being acquired by... “the federal gover…,0.0
RT @MayorBowser: LIVE: Coronavirus (COVID-19) situational update July 1. https://t.co/wy7YGaEWRW,1.0
"RT @JoyceWhiteVance: In the middle of a global pandemic with millions of Americans filing for unemployment, nationwide protests over police…",0.0
"RT @ConservCityGirl: Cumo said we should use Hepa filters in our air vents since “It works great to filter out Covid.”

Do we believe him o…",1.0
RT @NerriaNerria: My household hasn’t lacked a thing during this whole pandemic. I’m so thankful.,1.0
This #COVID19 pandemic and the AB govt always give me the same reaction... “what??? It’s only been HOW long??”,0.0
"Arizona reports 84,092 COVID-19 cases, up 4,878 from prior day 11:27 SPY, SPX Data

Read more at:
https://t.co/pMKE1kK4Hh",0.0
RT @MOHAMME51562235: I request government of India to cancel the jee main and neet exams because students are already under the pressure of…,0.0
RT @SenorGuapo_: and here comes July’s #1 draft pick,-1.0
RT @ProjectLincoln: How convenient that every bad story about you is made up. Or you never hear it. Or you aren’t informed. You tried that…,-1.0
RT @ProjectLincoln: How convenient that every bad story about you is made up. Or you never hear it. Or you aren’t informed. You tried that…,-1.0
This 23-year-old Texas woman took precautions and still got the coronavirus https://t.co/0XAOdseMyH,1.0
RT @NerriaNerria: My household hasn’t lacked a thing during this whole pandemic. I’m so thankful.,1.0
RT @UKCovid19Stats: Isle of Man Daily Coronavirus (COVID-19) Report. #coronavirus #isleofman #Corona #covid19 https://t.co/0JzeWYmtUm,0.0
RT @ABC: WATCH LIVE: World Health Organization gives an update in Geneva on the coronavirus. https://t.co/t8zoBVxakK,1.0
@nonbidenhelper I'm not literally talking about breathing issues I'm talking about the psychotic babies who transmi… https://t.co/S5aQcANoMc,0.0
"@davidmweissman All but the COVID, pretty much. After h1n1, I thought non political parts of the executive branch w… https://t.co/5BUXxLBDTF",0.0
COVID Outbreaks Are Being Traced Back To Parties — Not Protests https://t.co/Vd02Xnm6lJ via @YahooCanada,0.0
RT @goremeat: Please know that it ONLY costs 10$ to make. This is PUBLIC INFORMATION. They are truly cold and awful people for doing this.,-1.0
Whatever this means!,0.0
"RT @parentclubscot: Handwashing is so important – but how to get your wee ones to understand this? 🤔
Germs are invisible so try covering th…",1.0
"RT @K24English: The Iraqi Ministry of Health and Environment on Wednesday announced an increase of 2,415 new coronavirus cases.
#TwitterKur…",1.0
"RT @Ez4u2say_Janis: Predatory Capitalism WILL kill us all.
🌐  🇺🇸  💀
U.S. buys up worldwide stock of remdesivir, drug seen as potential COVI…",0.0
"RT @glennkirschner2: On the upside, as a former career prosecutor I can assure you I would slap an evidence sticker on this clip and offer…",0.0
The next pandemic: mass unemployment.,0.0
@SpeediMart There is a cure for Covid 19 folks!,-1.0
"Virus Will Grind College Football Season to Tragic Halt, Watchdog Says - https://t.co/Z5KMC9q7dZ",-1.0
You left because everyone hates your guts in NYC. Worry about the skyrocketing COVID in your new hometown of Palm S… https://t.co/kBod05WLaO,0.0
wear a mask stay away from each other at parties,0.0
Interesting and sad that conservatives are finally realizing that the economy will be better if we contain the… https://t.co/OXKDKfD1VG,0.0
"RT @AbraarKaran: We have over 2x as many deaths here as the 2nd highest country (Brazil); nearly 3x as high as the 3rd (UK)...

The magnitu…",1.0
"RT @stevenspohn: On June 11th, Michael Hickson, a quadriplegic black man with COVID-19 was killed by a hospital in Austin Texas.

Doctors d…",-1.0
Bearish Zona news,0.0
"A blatantly immoral act. Who pulled this trigger? 
US buys up world stock of key Covid-19 drug #remdesivir https://t.co/3umhQ9EYZC",0.0
Blame registrants for breaching COVID-19 protocols not Jean Mensa - EC https://t.co/my1BG7pZTG https://t.co/MBgU0FfHoX,1.0
"RT @ChristonMascar2: Doctors are the true warriors to save people in the world pandemic.
#SaluteDoctorsMyK https://t.co/eQHNJIxNDE",1.0
RT @BBCNews: Immunity to Covid-19 may be more widespread than antibody tests suggest https://t.co/yMZpQ0ka09,0.0
RT @darraghforpitt: Three of the Five Worst Criminally Corrupt Leaders in the world are in the countries with the Highest Cases of the Viru…,-1.0
Ok ppl getting sassy at hospitals reporting ICU capacity is absolutely insane. No they do not need to clarify wheth… https://t.co/wDE44eMQjm,1.0
"RT @670TheScore: #Cubs' Tommy Hottovy revealed to @mullyhaugh he had coronavirus.

""My journey through this virus was not like ones you hea…",0.0
"@JoshuaTyson13 @GovMurphy @realDonaldTrump People from his own admin are coming out against him. 
https://t.co/NBKmNYdZ0g",-1.0
RT @Wendycarlisle: Twiggy apparently to get reimbursed for $200 million worth of dud COVID tests he bought off a Chinese company. God help…,0.0
Congratulations Malaysia - first zero new local case day for COVID-19! Well done @DGHisham and all for the good fig… https://t.co/JSYgQghjyG,1.0
"RT @ABC: JUST IN: Number of coronavirus cases in Florida jumps by 6,563 in one day, bringing the state to a positivity rate of 15%. https:/…",0.0
"RT @TimRunsHisMouth: Instead of sending COVID patients to the USS Comfort and the Javits Center, Andrew Cuomo sent them to nursing homes to…",-1.0
RT @MollyJongFast: Yesterday Dr. Anthony Fauci delivered some devastating news about our country’s coronavirus response and it was complete…,-1.0
"RT @Outlookindia: A wedding ceremony in Patna where the groom was running high fever and two days later he died, appears to have set off th…",0.0
"@AlbertTLunde @hyperplanes Funny, they weren’t too hard to use before the pandemic and in fact we’re widely availab… https://t.co/7d8s7UlW0r",-1.0
RT @_countinstars_: People don’t understand the severity of COVID-19 until it actually affects them personally.,0.0
